nemo,run,serie,tipoentidad,row,nombre_cmf
CFIFALCDCM,9902,M,FIRES,AAAw+cAAhAABQKGAAB,FONDO DE INVERSIÓN FALCOM DEUDA CORPORATIVA CHILE
CFIFALCDCW,9902,W,FIRES,AAAw+cAAhAABQKGAAB,FONDO DE INVERSIÓN FALCOM DEUDA CORPORATIVA CHILE
CFIFALCGLA,9297,A,FIRES,AAAw+cAAhAABP4LAAx,FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND
CFIFALCGLB,9297,B,FIRES,AAAw+cAAhAABP4LAAx,FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND
CFIFALCGLC,9297,C,FIRES,AAAw+cAAhAABP4LAAx,FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND
CFIFALCGLI,9297,I,FIRES,AAAw+cAAhAABP4LAAx,FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND
CFIFALCSCA,9113,AP,FINRE,AAAw+cAAhAABP4JAA1,BCI SMALL CAP CHILE FONDO DE INVERSION
CFIFALCSCF,9113,AP,FINRE,AAAw+cAAhAABP4JAA1,BCI SMALL CAP CHILE FONDO DE INVERSION
CFIFALCSCI,9113,AP,FINRE,AAAw+cAAhAABP4JAA1,BCI SMALL CAP CHILE FONDO DE INVERSION
CFIMBIAR-A,7089,A,FIRES,AAAw+cAAhAABP4HAAa,MBI ARBITRAGE FONDO DE INVERSIÓN
CFIMBIAR-I,7089,I,FIRES,AAAw+cAAhAABP4HAAa,MBI ARBITRAGE FONDO DE INVERSIÓN
CFIMBILA-A,7278,A,FIRES,AAAw+cAAhAABP4JAAL,MBI BEST IDEAS LATAM FONDO DE INVERSION
CFIMBILA-I,7278,I,FIRES,AAAw+cAAhAABP4JAAL,MBI BEST IDEAS LATAM FONDO DE INVERSION
CFIMBICL-A,10381,A,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBICLAA,10381,AA,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBICLAB,10381,AB,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBICLAC,10381,AC,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBICLAD,10381,AD,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBICLAE,10381,AE,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBICL-B,10381,B,FIRES,AAAw+cAAhAABQKDAA6,MBI CONVICCIÓN CHILE FONDO DE INVERSIÓN
CFIMBIDA-A,9203,A,FIRES,AAAw+cAAhAABP4KAAh,MBI DEUDA ALTERNATIVA FONDO DE INVERSIÓN
CFIMBIDA-B,9203,B,FIRES,AAAw+cAAhAABP4KAAh,MBI DEUDA ALTERNATIVA FONDO DE INVERSIÓN
CFIMBIDA-D,9203,D,FIRES,AAAw+cAAhAABP4KAAh,MBI DEUDA ALTERNATIVA FONDO DE INVERSIÓN
CFIMBIDC-A,10162,A,FIRES,AAAw+cAAhAABQKEAAm,MBI DEUDA CORPORATIVA FONDO DE INVERSIÓN
CFIMBDCAPV,10162,A,FIRES,AAAw+cAAhAABQKEAAm,MBI DEUDA CORPORATIVA FONDO DE INVERSIÓN
CFIMBIDC-B,10162,B,FIRES,AAAw+cAAhAABQKEAAm,MBI DEUDA CORPORATIVA FONDO DE INVERSIÓN
CFIMBIRF-A,9077,A,FIRES,AAAw+cAAhAABP4JAAW,MBI DEUDA PLUS FONDO DE INVERSION
CFIMBIRF-C,9077,C,FIRES,AAAw+cAAhAABP4JAAW,MBI DEUDA PLUS FONDO DE INVERSION
CFIMBIRF-D,9077,D,FIRES,AAAw+cAAhAABP4JAAW,MBI DEUDA PLUS FONDO DE INVERSION
CFIMBIDT-A,9202,A,FIRES,AAAw+cAAhAABP4OAAk,MBI DEUDA TOTAL FONDO DE INVERSIÓN
CFIMBDTAPV,9202,A,FIRES,AAAw+cAAhAABP4OAAk,MBI DEUDA TOTAL FONDO DE INVERSIÓN
CFIMBIDT-B,9202,B,FIRES,AAAw+cAAhAABP4OAAk,MBI DEUDA TOTAL FONDO DE INVERSIÓN
CFIMBIDT-I,9202,I,FIRES,AAAw+cAAhAABP4OAAk,MBI DEUDA TOTAL FONDO DE INVERSIÓN
CFIMBIGF-A,9950,A,FIRES,AAAw+cAAhAABQKAAAM,MBI GLOBAL FIXED INCOME FONDO DE INVERSION
CFIMBIGF-I,9950,I,FIRES,AAAw+cAAhAABQKAAAM,MBI GLOBAL FIXED INCOME FONDO DE INVERSION
CFIMBIGL-A,7171,A,FIRES,AAAw+cAAhAABP4HAA+,MBI GLOBAL FONDO DE INVERSION
CFIMBIUSAP,9091,U,FIRES,AAAw+cAAhAABP4KAAG,MBI RENTA FIJA PLUS DÓLAR FONDO DE INVERSIÓN
CFIMBIRFUS,9091,U,FIRES,AAAw+cAAhAABP4KAAG,MBI RENTA FIJA PLUS DÓLAR FONDO DE INVERSIÓN
CFISET-E,9604,UNICA,FIRES,AAAw+cAAhAABP4UAAG,SENSOR EQUITY TRADING FONDO DE INVERSION
CFIAMDVASC,9725,C,FIRES,AAAw+cAAhAABP4WAAf,COMPASS DVA SILICON FUND FONDO DE INVERSIÓN
CFI-HMCRGE,9874,UNICA,FINRE,AAAw+cAAhAABP4VAA5,FONDO DE INVERSIÓN HMC RV GLOBAL
CFIBCPAE-E,7174,AE,FINRE,AAAw+cAAhAABP4HABB,FONDO DE INVERSION LARRAIN VIAL - BCP
CFIXDPFB-E,10477,A,FINRE,AAAw+cAAhAABQK+AAN,XLC DEUDA PRIVADA I FONDO DE INVERSIÓN
CFIXDPFI-E,10477,A,FINRE,AAAw+cAAhAABQK+AAN,XLC DEUDA PRIVADA I FONDO DE INVERSIÓN
CFIXDPFR-E,10477,A,FINRE,AAAw+cAAhAABQK+AAN,XLC DEUDA PRIVADA I FONDO DE INVERSIÓN
CFIADVAEFA,10348,A,FIRES,AAAw+cAAhAABQKBAA7,COMPASS DVA E-FUND FONDO DE INVERSIÓN
CFILVDPU-E,9469,UNICA,FINRE,AAAw+cAAhAABP4PAAQ,FONDO DE INVERSIÓN LARRAINVIAL DEUDA PRIVADA
CFILV2PA-E,10046,A,FINRE,AAAw+cAAhAABQKEAAT,FONDO DE INVERSIÓN LARRAINVIAL DEUDA PRIVADA II
CFILV2PL-E,10046,LV,FINRE,AAAw+cAAhAABQKEAAT,FONDO DE INVERSIÓN LARRAINVIAL DEUDA PRIVADA II
CFILV2PO-E,10046,O,FINRE,AAAw+cAAhAABQKEAAT,FONDO DE INVERSIÓN LARRAINVIAL DEUDA PRIVADA II
CFILV2PT-E,10046,T,FINRE,AAAw+cAAhAABQKEAAT,FONDO DE INVERSIÓN LARRAINVIAL DEUDA PRIVADA II
CFILBPE2-E,7193,UNICA,FINRE,AAAw+cAAhAABP4DAAL,LINZOR BICE PRIVATE EQUITY II FONDO DE INVERSION
CFIMRVCHA,7136,A,FINRE,AAAw+cAAhAABP4HAAj,MONEDA RENTA VARIABLE CHILE FONDO DE INVERSION
CFIMRVCHAE,7136,AE,FINRE,AAAw+cAAhAABP4HAAj,MONEDA RENTA VARIABLE CHILE FONDO DE INVERSION
CFIMRVCHE,7136,E,FINRE,AAAw+cAAhAABP4HAAj,MONEDA RENTA VARIABLE CHILE FONDO DE INVERSION
CFIMRVCHI,7136,I,FINRE,AAAw+cAAhAABP4HAAj,MONEDA RENTA VARIABLE CHILE FONDO DE INVERSION
CFIMRVCHR,7136,R,FINRE,AAAw+cAAhAABP4HAAj,MONEDA RENTA VARIABLE CHILE FONDO DE INVERSION
CFIPIONERO,7010,A,FINRE,AAAw+cAAhAABP4BAAk,PIONERO FONDO DE INVERSION
CFIPIONAE,7010,AE,FINRE,AAAw+cAAhAABP4BAAk,PIONERO FONDO DE INVERSION
CFIMSIGLO,7015,UNICA,FINRE,AAAw+cAAhAABP4BAAn,SIGLO XXI FONDO DE INVERSION
CFICCAEB-E,9623,B,RGFMU,AAAw+cAAhAABP4WAAM,FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY
CFICCAED-E,9623,D,RGFMU,AAAw+cAAhAABP4WAAM,FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY
CFICCLAI-E,9623,I,RGFMU,AAAw+cAAhAABP4WAAM,FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY
CFIIMSCLB,7275,B,FIRES,AAAw+cAAhAABP4JAAK,FONDO DE INVERSION CREDICORP CAPITAL SPREAD CORPORATIVO LOCAL
CFIIMSCLD,7275,D,FIRES,AAAw+cAAhAABP4JAAK,FONDO DE INVERSION CREDICORP CAPITAL SPREAD CORPORATIVO LOCAL
CFIIMSCLE,7275,E,FIRES,AAAw+cAAhAABP4JAAK,FONDO DE INVERSION CREDICORP CAPITAL SPREAD CORPORATIVO LOCAL
CFIIMSCLI,7275,I,FIRES,AAAw+cAAhAABP4JAAK,FONDO DE INVERSION CREDICORP CAPITAL SPREAD CORPORATIVO LOCAL
CFIMCUMC,9925,C,FIRES,AAAw+cAAhAABQKFAAB,MONEDA CUMPLO PRONTO PAGO PYMES FONDO DE INVERSIÓN
CFIMCUME,9925,E,FIRES,AAAw+cAAhAABQKFAAB,MONEDA CUMPLO PRONTO PAGO PYMES FONDO DE INVERSIÓN
CFIMCUMI,9925,I,FIRES,AAAw+cAAhAABQKFAAB,MONEDA CUMPLO PRONTO PAGO PYMES FONDO DE INVERSIÓN
CFIMCUMR,9925,R,FIRES,AAAw+cAAhAABQKFAAB,MONEDA CUMPLO PRONTO PAGO PYMES FONDO DE INVERSIÓN
CFIMDCHA,9212,A,FIRES,AAAw+cAAhAABP4PAAi,MONEDA DEUDA CHILE FONDO DE INVERSIÓN
CFIMDCHAE,9212,AE,FIRES,AAAw+cAAhAABP4PAAi,MONEDA DEUDA CHILE FONDO DE INVERSIÓN
CFIMDCHD,9212,D,FIRES,AAAw+cAAhAABP4PAAi,MONEDA DEUDA CHILE FONDO DE INVERSIÓN
CFIMDCHE,9212,E,FIRES,AAAw+cAAhAABP4PAAi,MONEDA DEUDA CHILE FONDO DE INVERSIÓN
CFIMDCHI,9212,I,FIRES,AAAw+cAAhAABP4PAAi,MONEDA DEUDA CHILE FONDO DE INVERSIÓN
CFIIMDLAT,7055,A,FINRE,AAAw+cAAhAABP4CAAQ,MONEDA DEUDA LATINOAMERICANA FONDO DE INVERSION
CFIMDLATAE,7055,AE,FINRE,AAAw+cAAhAABP4CAAQ,MONEDA DEUDA LATINOAMERICANA FONDO DE INVERSION
CFIMLDL,7147,A,FINRE,AAAw+cAAhAABP4HAAv,MONEDA LATINOAMERICA DEUDA LOCAL FONDO DE INVERSION
CFIMLDLAE,7147,AE,FINRE,AAAw+cAAhAABP4HAAv,MONEDA LATINOAMERICA DEUDA LOCAL FONDO DE INVERSION
CFIMLDL-C,7147,C,FINRE,AAAw+cAAhAABP4HAAv,MONEDA LATINOAMERICA DEUDA LOCAL FONDO DE INVERSION
CFIBTGDPIA,10487,A,FINRE,AAAw+cAAhAABQK9AAL,BTG PACTUAL DEUDA PRIVADA INMOBILIARIA FONDO DE INVERSIÓN
CFIBTGDPIB,10487,B,FINRE,AAAw+cAAhAABQK9AAL,BTG PACTUAL DEUDA PRIVADA INMOBILIARIA FONDO DE INVERSIÓN
CFIBTGDPIP,10487,BTGP,FINRE,AAAw+cAAhAABQK9AAL,BTG PACTUAL DEUDA PRIVADA INMOBILIARIA FONDO DE INVERSIÓN
CFIBTGDPIC,10487,C,FINRE,AAAw+cAAhAABQK9AAL,BTG PACTUAL DEUDA PRIVADA INMOBILIARIA FONDO DE INVERSIÓN
CFIBTGDPII,10487,I,FINRE,AAAw+cAAhAABQK9AAL,BTG PACTUAL DEUDA PRIVADA INMOBILIARIA FONDO DE INVERSIÓN
CFIDSSA-E,9758,A,FINRE,AAAw+cAAhAABP4VAAe,FONDO DE INVERSIÓN BCI DSS19
CFIDSADC-E,9758,ADC,FINRE,AAAw+cAAhAABP4VAAe,FONDO DE INVERSIÓN BCI DSS19
CFIDSSB-E,9758,B,FINRE,AAAw+cAAhAABP4VAAe,FONDO DE INVERSIÓN BCI DSS19
CFIDSSC-E,9758,C,FINRE,AAAw+cAAhAABP4VAAe,FONDO DE INVERSIÓN BCI DSS19
CFIVPE8A-E,9877,A,FINRE,AAAw+cAAhAABP4TABA,VOLCOMCAPITAL PRIVATE EQUITY VIII FONDO DE INVERSIÓN
CFIVPE8B-E,9877,B,FINRE,AAAw+cAAhAABP4TABA,VOLCOMCAPITAL PRIVATE EQUITY VIII FONDO DE INVERSIÓN
CFIVPE8C-E,9877,C,FINRE,AAAw+cAAhAABP4TABA,VOLCOMCAPITAL PRIVATE EQUITY VIII FONDO DE INVERSIÓN
CFIVPE8Z-E,9877,Z,FINRE,AAAw+cAAhAABP4TABA,VOLCOMCAPITAL PRIVATE EQUITY VIII FONDO DE INVERSIÓN
CFIADPA-E,10683,A,FINRE,AAAw+cAAhAABQK9AAk,MBI DEUDA PRIVADA IV FONDO DE INVERSIÓN
CFIADPF-E,10683,A,FINRE,AAAw+cAAhAABQK9AAk,MBI DEUDA PRIVADA IV FONDO DE INVERSIÓN
CFIADPI-E,10683,A,FINRE,AAAw+cAAhAABQK9AAk,MBI DEUDA PRIVADA IV FONDO DE INVERSIÓN
CFIHMCREPA,10612,A,FIRES,AAAw+cAAhAABQK6AAZ,FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS
CFIHMCREPC,10612,C,FIRES,AAAw+cAAhAABQK6AAZ,FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS
CFIHMCREPX,10612,X,FIRES,AAAw+cAAhAABQK6AAZ,FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS
CFIFYNGIIB,10604,B,FINRE,AAAw+cAAhAABQK8AAg,FONDO DE INVERSIÓN FYNSA GALGO II
CFIFYNGIIC,10604,C,FINRE,AAAw+cAAhAABQK8AAg,FONDO DE INVERSIÓN FYNSA GALGO II
CFIBALT1,9969,A,FINRE,AAAw+cAAhAABQKAAAP,BICE ALTERNATIVOS FONDO DE INVERSION
CFIBALT2,9969,I,FINRE,AAAw+cAAhAABQKAAAP,BICE ALTERNATIVOS FONDO DE INVERSION
CFIFTMHE-E,9821,UNICA,FINRE,AAAw+cAAhAABP4UAA3,FRONTAL TRUST FINANCIAMIENTO HIPOTECARIO HABITACIONAL FONDO DE INVERSIÓN
CFILVPAA-E,9574,A,FINRE,AAAw+cAAhAABP4TAAB,FONDO DE INVERSIÓN LARRAÍN VIAL PAI PARTNERS EUROPE VII
CFIVCO7B-E,10148,B,FINRE,AAAw+cAAhAABQKAAAi,VOLCOMCAPITAL COINVESTMENT VII FONDO DE INVERSIÓN
CFIVCO7Z-E,10148,Z,FINRE,AAAw+cAAhAABQKAAAi,VOLCOMCAPITAL COINVESTMENT VII FONDO DE INVERSIÓN
CFIIMTPDI,9216,UNICA,FINRE,AAAw+cAAhAABP4OAAm,FONDO DE INVERSIÓN CREDICORP CAPITAL PRIVATE DEBT I
CFIPEI5C-E,10083,C,FINRE,AAAw+cAAhAABQKFAAZ,PICTON - EQT INFRASTRUCTURE V FONDO DE INVERSIÓN
CFIAEA3-E,10631,ÚNICA,FINRE,AAAw+cAAhAABQK7AAk,FONDO DE INVERSIÓN ACTIVA ESTRATEGIA AUTOMOTRIZ III
CFIMOV2R-E,10630,R,FINRE,AAAw+cAAhAABQK8AAl,FONDO DE INVERSIÓN ACTIVA MOVILIDAD II
CFIBCNVA-E,9531,A,FINRE,AAAw+cAAhAABP4RAAz,FONDO DE INVERSIÓN BCI NV
CFIBCNVB-E,9531,B,FINRE,AAAw+cAAhAABP4RAAz,FONDO DE INVERSIÓN BCI NV
CFIVIE1A-E,9418,A,FINRE,AAAw+cAAhAABP4LAAG,VOLCOMCAPITAL INFRAESTRUCTURA I FONDO DE INVERSION
CFIVIE1B-E,9418,B,FINRE,AAAw+cAAhAABP4LAAG,VOLCOMCAPITAL INFRAESTRUCTURA I FONDO DE INVERSION
CFIVIE1C-E,9418,C,FINRE,AAAw+cAAhAABP4LAAG,VOLCOMCAPITAL INFRAESTRUCTURA I FONDO DE INVERSION
CFICI81X-E,9657,I,FINRE,AAAw+cAAhAABP4VAAJ,FONDO DE INVERSION HMC CIP VIII
CFIBRE9B-E,9696,B,FINRE,AAAw+cAAhAABP4VAAS,COMPASS BREP IX REAL ESTATE FONDO DE INVERSION
CFIBRE9C-E,9696,C,FINRE,AAAw+cAAhAABP4VAAS,COMPASS BREP IX REAL ESTATE FONDO DE INVERSION
CFIBRE9I-E,9696,I,FINRE,AAAw+cAAhAABP4VAAS,COMPASS BREP IX REAL ESTATE FONDO DE INVERSION
CFIBAG5A-E,10472,A,FINRE,AAAw+cAAhAABQK8AAM,FONDO DE INVERSION AG DIRECT LENDING V
CFIBA5P3-E,10472,P3,FINRE,AAAw+cAAhAABQK8AAM,FONDO DE INVERSION AG DIRECT LENDING V
CFIHCI6F-E,10096,F,FINRE,AAAw+cAAhAABQKDAAW,FONDO DE INVERSIÓN LARRAÍN VIAL HARBOURVEST CO-INVESTMENT VI
CFIHCI6I-E,10096,I,FINRE,AAAw+cAAhAABQKDAAW,FONDO DE INVERSIÓN LARRAÍN VIAL HARBOURVEST CO-INVESTMENT VI
CFIHCI6P-E,10096,P,FINRE,AAAw+cAAhAABQKDAAW,FONDO DE INVERSIÓN LARRAÍN VIAL HARBOURVEST CO-INVESTMENT VI
CFIHCI6R-E,10096,R,FINRE,AAAw+cAAhAABQKDAAW,FONDO DE INVERSIÓN LARRAÍN VIAL HARBOURVEST CO-INVESTMENT VI
CFIHCI6S-E,10096,S,FINRE,AAAw+cAAhAABQKDAAW,FONDO DE INVERSIÓN LARRAÍN VIAL HARBOURVEST CO-INVESTMENT VI
CFICGGLE-E,9165,E,FINRE,AAAw+cAAhAABP4LAAc,COMPASS GLOBAL INVESTMENTS FONDO DE INVERSION
CFILCPXA-E,10115,A,FINRE,AAAw+cAAhAABQKFAAb,COMPASS LCP X PRIVATE EQUITY FONDO DE INVERSIÓN
CFILCPXB-E,10115,B,FINRE,AAAw+cAAhAABQKFAAb,COMPASS LCP X PRIVATE EQUITY FONDO DE INVERSIÓN
CFILCPXC-E,10115,C,FINRE,AAAw+cAAhAABQKFAAb,COMPASS LCP X PRIVATE EQUITY FONDO DE INVERSIÓN
CFILCPXI-E,10115,I,FINRE,AAAw+cAAhAABQKFAAb,COMPASS LCP X PRIVATE EQUITY FONDO DE INVERSIÓN
CFILCXIA-E,10115,IA,FINRE,AAAw+cAAhAABQKFAAb,COMPASS LCP X PRIVATE EQUITY FONDO DE INVERSIÓN
CFILCPXR-E,10115,R,FINRE,AAAw+cAAhAABQKFAAb,COMPASS LCP X PRIVATE EQUITY FONDO DE INVERSIÓN
CFIACP4F-E,9962,F,FINRE,AAAw+cAAhAABQKHAAH,FONDO DE INVERSIÓN LARRAÍN VIAL ACP SECONDARIES 4
CFIACP4I-E,9962,I,FINRE,AAAw+cAAhAABQKHAAH,FONDO DE INVERSIÓN LARRAÍN VIAL ACP SECONDARIES 4
CFIACP4R-E,9962,R,FINRE,AAAw+cAAhAABQKHAAH,FONDO DE INVERSIÓN LARRAÍN VIAL ACP SECONDARIES 4
CFIVRE1B-E,9407,B,FINRE,AAAw+cAAhAABP4KAAJ,VOLCOMCAPITAL REAL ESTATE I FONDO DE INVERSIÓN
CFIVRE1C-E,9407,C,FINRE,AAAw+cAAhAABP4KAAJ,VOLCOMCAPITAL REAL ESTATE I FONDO DE INVERSIÓN
CFI-CDX2IE,10414,I,FINRE,AAAw+cAAhAABQK+AAE,FONDO DE INVERSIÓN HMC CD&R FUND XII
CFIHMCREPI,10612,I,FIRES,AAAw+cAAhAABQK6AAZ,FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS
CFIPK13C-E,10056,C,FINRE,AAAw+cAAhAABQKDAAP,PICTON - KKR NA XIII FONDO DE INVERSIÓN
CFIPK13I-E,10056,I,FINRE,AAAw+cAAhAABQKDAAP,PICTON - KKR NA XIII FONDO DE INVERSIÓN
CFIFYNDI2A,9465,UNICA,FINRE,AAAw+cAAhAABP4MAAQ,FONDO DE INVERSION LAB DEUDA INMOBILIARIA II
CFIFYNDI2B,9465,UNICA,FINRE,AAAw+cAAhAABP4MAAQ,FONDO DE INVERSION LAB DEUDA INMOBILIARIA II
CFIFYNDI2C,9465,UNICA,FINRE,AAAw+cAAhAABP4MAAQ,FONDO DE INVERSION LAB DEUDA INMOBILIARIA II
CFIHMI4I-E,10555,I,FINRE,AAAw+cAAhAABQK/AAU,FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO IV
CFIHMI4R-E,10555,R,FINRE,AAAw+cAAhAABQK/AAU,FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO IV
CFIHMI4X-E,10555,X,FINRE,AAAw+cAAhAABQK/AAU,FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO IV
CFIXDPIC-E,10477,C,FINRE,AAAw+cAAhAABQK+AAN,XLC DEUDA PRIVADA I FONDO DE INVERSIÓN
CFIBPVDIIA,10412,A,FINRE,AAAw+cAAhAABQK+AAC,BTG PACTUAL VENTURE DEBT II FONDO DE INVERSIÓN
CFIBPVDIIB,10412,B,FINRE,AAAw+cAAhAABQK+AAC,BTG PACTUAL VENTURE DEBT II FONDO DE INVERSIÓN
CFIXMIXA-E,10637,A,FINRE,AAAw+cAAhAABQK6AAg,XLC ACTIVOS I FONDO DE INVERSIÓN
CFIXMIXB-E,10637,B,FINRE,AAAw+cAAhAABQK6AAg,XLC ACTIVOS I FONDO DE INVERSIÓN
CFIXMIXC-E,10637,C,FINRE,AAAw+cAAhAABQK6AAg,XLC ACTIVOS I FONDO DE INVERSIÓN
CFICLSVB-E,9822,B,FINRE,AAAw+cAAhAABP4WAAt,COMPASS BXLS V PRIVATE EQUITY FONDO DE INVERSIÓN
CFICLSVC-E,9822,C,FINRE,AAAw+cAAhAABP4WAAt,COMPASS BXLS V PRIVATE EQUITY FONDO DE INVERSIÓN
CFICLSVI-E,9822,I,FINRE,AAAw+cAAhAABP4WAAt,COMPASS BXLS V PRIVATE EQUITY FONDO DE INVERSIÓN
CFICLSVR-E,9822,R,FINRE,AAAw+cAAhAABP4WAAt,COMPASS BXLS V PRIVATE EQUITY FONDO DE INVERSIÓN
CFICPE10-E,9081,A,FINRE,AAAw+cAAhAABP4JAAw,COMPASS PRIVATE EQUITY X FONDO DE INVERSIÓN
CFICGPE5-E,7269,A,FINRE,AAAw+cAAhAABP4JAAF,COMPASS PRIVATE EQUITY V FONDO DE INVERSION
CFICCPGIII,9359,UNICA,FINRE,AAAw+cAAhAABP4LAA/,FONDO DE INVERSIÓN CREDICORP CAPITAL – PG DIRECT III
CFIDHS4A,10639,A,FINRE,AAAw+cAAhAABQK/AAh,FONDO DE INVERSIÓN ACTIVA DEUDA HIPOTECARIA CON SUBSIDIO HABITACIONAL IV
CFIDHS4B-E,10639,B,FINRE,AAAw+cAAhAABQK/AAh,FONDO DE INVERSIÓN ACTIVA DEUDA HIPOTECARIA CON SUBSIDIO HABITACIONAL IV
CFIDHS4I-E,10639,I,FINRE,AAAw+cAAhAABQK/AAh,FONDO DE INVERSIÓN ACTIVA DEUDA HIPOTECARIA CON SUBSIDIO HABITACIONAL IV
CFIPEQI4-E,9719,UNICA,FINRE,AAAw+cAAhAABP4WAAe,PICTON – EQT INFRASTRUCTURE IV FONDO DE INVERSION
CFISDA3A-E,10649,A,FINRE,AAAw+cAAhAABQK7AAn,FONDO DE INVERSIÓN SECURITY DEUDA PRIVADA AUTOMOTRIZ III
CFISDA3B-E,10649,B,FINRE,AAAw+cAAhAABQK7AAn,FONDO DE INVERSIÓN SECURITY DEUDA PRIVADA AUTOMOTRIZ III
CFISDA3S-E,10649,S,FINRE,AAAw+cAAhAABQK7AAn,FONDO DE INVERSIÓN SECURITY DEUDA PRIVADA AUTOMOTRIZ III
CFILPGVB-E,10263,B,FINRE,AAAw+cAAhAABQKAAA1,FONDO DE INVERSIÓN LINK - PG DIRECT V
CFILPGVC-E,10263,C,FINRE,AAAw+cAAhAABQKAAA1,FONDO DE INVERSIÓN LINK - PG DIRECT V
CFIPGVCP-E,10263,CP,FINRE,AAAw+cAAhAABQKAAA1,FONDO DE INVERSIÓN LINK - PG DIRECT V
CFI-LPGVFE,10263,F,FINRE,AAAw+cAAhAABQKAAA1,FONDO DE INVERSIÓN LINK - PG DIRECT V
CFIPEQT7-E,9207,UNICA,FINRE,AAAw+cAAhAABP4OAAl,PICTON-EQT VII RV FONDO DE INVERSION
CFIDHS2I-E,9082,I,FINRE,AAAw+cAAhAABP4JAAp,FONDO DE INVERSIÓN ACTIVA DEUDA HIPOTECARIA CON SUBSIDIO HABITACIONAL II
CFIDAG3R-E,10651,R,FINRE,AAAw+cAAhAABQK/AAj,FONDO DE INVERSIÓN ACTIVA DEUDA AUTOMOTRIZ GLOBAL III
CFIASIXD-E,9417,D,FINRE,AAAw+cAAhAABP4OAAI,FONDO DE INVERSION ALTAMAR SECONDARIES IX
CFIAXMB-E,9775,B,FINRE,AAAw+cAAhAABP4UAAw,FONDO DE INVERSIÓN ALTAMAR X MIDMARKET
CFIAXMC-E,9775,C,FINRE,AAAw+cAAhAABP4UAAw,FONDO DE INVERSIÓN ALTAMAR X MIDMARKET
CFIAXMD-E,9775,D,FINRE,AAAw+cAAhAABP4UAAw,FONDO DE INVERSIÓN ALTAMAR X MIDMARKET
CFISDA3F-E,10649,A,FINRE,AAAw+cAAhAABQK7AAn,FONDO DE INVERSIÓN SECURITY DEUDA PRIVADA AUTOMOTRIZ III
CFIMC8A-E,10094,A,FINRE,AAAw+cAAhAABQKHAAV,MONEDA CARLYLE PARTNERS VIII FONDO DE INVERSIÓN
CFIMC8B-E,10094,B,FINRE,AAAw+cAAhAABQKHAAV,MONEDA CARLYLE PARTNERS VIII FONDO DE INVERSIÓN
CFIMC8C-E,10094,C,FINRE,AAAw+cAAhAABQKHAAV,MONEDA CARLYLE PARTNERS VIII FONDO DE INVERSIÓN
CFIMC8I-E,10094,I,FINRE,AAAw+cAAhAABQKHAAV,MONEDA CARLYLE PARTNERS VIII FONDO DE INVERSIÓN
CFIBODBP-E,9280,ADC,FINRE,AAAw+cAAhAABP4OAAy,FONDO DE INVERSIÓN BCI OPORTUNIDADES DEUDA
CFIBODCL-E,9280,ADC,FINRE,AAAw+cAAhAABP4OAAy,FONDO DE INVERSIÓN BCI OPORTUNIDADES DEUDA
CFIBODEI-E,9280,I,FINRE,AAAw+cAAhAABP4OAAy,FONDO DE INVERSIÓN BCI OPORTUNIDADES DEUDA
CFIARESC-E,9090,C,FINRE,AAAw+cAAhAABP4JAA6,FONDO DE INVERSION HMC ARES SPECIAL SITUATIONS IV-GLOBAL DISTRESSED DEBT
CFIARESI-E,9090,I,FINRE,AAAw+cAAhAABP4JAA6,FONDO DE INVERSION HMC ARES SPECIAL SITUATIONS IV-GLOBAL DISTRESSED DEBT
CFIAMG4A-E,10428,A,FINRE,AAAw+cAAhAABQK5AAE,AMERIS NM GUARDIAN IV FONDO DE INVERSION
CFIAMG4I-E,10428,I,FINRE,AAAw+cAAhAABQK5AAE,AMERIS NM GUARDIAN IV FONDO DE INVERSION
